T:0.015	nS:9950	nE:0	nI:50	nR:0	nF:0	node:[9825]	S -> E
T:3.362	nS:9929	nE:17	nI:28	nR:26	nF:0	node:[9940]	S -> E
T:3.367	nS:9928	nE:18	nI:28	nR:26	nF:0	node:[9942]	E -> I
T:3.501	nS:9928	nE:17	nI:29	nR:26	nF:0	node:[1356]	S -> E
T:3.576	nS:9927	nE:18	nI:29	nR:26	nF:0	node:[3337]	I -> R
T:3.665	nS:9927	nE:18	nI:28	nR:27	nF:0	node:[1145]	S -> E
T:3.910	nS:9926	nE:19	nI:28	nR:27	nF:0	node:[8707]	E -> I
T:3.967	nS:9926	nE:18	nI:29	nR:27	nF:0	node:[9942]	I -> R
T:4.108	nS:9926	nE:18	nI:28	nR:28	nF:0	node:[1471]	E -> I
T:4.437	nS:9926	nE:17	nI:29	nR:28	nF:0	node:[1521]	E -> I
T:4.517	nS:9926	nE:16	nI:30	nR:28	nF:0	node:[6921]	I -> R
T:4.557	nS:9926	nE:16	nI:29	nR:29	nF:0	node:[1145]	E -> I
T:4.575	nS:9926	nE:15	nI:30	nR:29	nF:0	node:[8994]	I -> R
T:4.605	nS:9926	nE:15	nI:29	nR:30	nF:0	node:[8707]	I -> R
T:4.631	nS:9926	nE:15	nI:28	nR:31	nF:0	node:[7941]	S -> E
T:4.686	nS:9925	nE:16	nI:28	nR:31	nF:0	node:[4794]	S -> E
T:4.758	nS:9924	nE:17	nI:28	nR:31	nF:0	node:[6835]	E -> I
T:4.864	nS:9924	nE:16	nI:29	nR:31	nF:0	node:[6835]	I -> R
T:5.045	nS:9924	nE:16	nI:28	nR:32	nF:0	node:[3785]	S -> E
T:5.074	nS:9923	nE:17	nI:28	nR:32	nF:0	node:[750]	I -> R
T:5.230	nS:9923	nE:17	nI:27	nR:33	nF:0	node:[9940]	E -> I
T:5.325	nS:9923	nE:16	nI:28	nR:33	nF:0	node:[4851]	I -> R
T:5.352	nS:9923	nE:16	nI:27	nR:34	nF:0	node:[2916]	S -> E
T:5.409	nS:9922	nE:17	nI:27	nR:34	nF:0	node:[9893]	I -> R
T:5.530	nS:9922	nE:17	nI:26	nR:35	nF:0	node:[8791]	S -> E
T:5.935	nS:9921	nE:18	nI:26	nR:35	nF:0	node:[2222]	I -> R
T:5.960	nS:9921	nE:18	nI:25	nR:36	nF:0	node:[1145]	I -> R
T:6.246	nS:9921	nE:18	nI:24	nR:37	nF:0	node:[9845]	I -> R
T:6.260	nS:9921	nE:18	nI:23	nR:38	nF:0	node:[8736]	I -> R
T:6.419	nS:9921	nE:18	nI:22	nR:39	nF:0	node:[7891]	I -> R
T:6.444	nS:9921	nE:18	nI:21	nR:40	nF:0	node:[6036]	I -> R
T:6.586	nS:9921	nE:18	nI:20	nR:41	nF:0	node:[755]	I -> R
T:7.099	nS:9921	nE:18	nI:19	nR:42	nF:0	node:[117]	E -> I
T:7.101	nS:9921	nE:17	nI:20	nR:42	nF:0	node:[6131]	E -> I
T:7.147	nS:9921	nE:16	nI:21	nR:42	nF:0	node:[2216]	S -> E
T:7.168	nS:9920	nE:17	nI:21	nR:42	nF:0	node:[8791]	E -> I
T:7.327	nS:9920	nE:16	nI:22	nR:42	nF:0	node:[6131]	I -> R
T:7.330	nS:9920	nE:16	nI:21	nR:43	nF:0	node:[7768]	I -> R
T:7.358	nS:9920	nE:16	nI:20	nR:44	nF:0	node:[1023]	S -> E
T:7.458	nS:9919	nE:17	nI:20	nR:44	nF:0	node:[4023]	S -> E
T:7.780	nS:9918	nE:18	nI:20	nR:44	nF:0	node:[57]	S -> E
T:7.808	nS:9917	nE:19	nI:20	nR:44	nF:0	node:[1033]	S -> E
T:8.069	nS:9916	nE:20	nI:20	nR:44	nF:0	node:[1356]	E -> I
T:8.158	nS:9916	nE:19	nI:21	nR:44	nF:0	node:[5072]	I -> R
T:8.192	nS:9916	nE:19	nI:20	nR:45	nF:0	node:[9462]	S -> E
T:8.498	nS:9915	nE:20	nI:20	nR:45	nF:0	node:[1428]	E -> I
T:8.577	nS:9915	nE:19	nI:21	nR:45	nF:0	node:[1356]	I -> R
T:8.708	nS:9915	nE:19	nI:20	nR:46	nF:0	node:[9860]	S -> E
T:8.733	nS:9914	nE:20	nI:20	nR:46	nF:0	node:[1428]	I -> R
T:8.762	nS:9914	nE:20	nI:19	nR:47	nF:0	node:[2661]	E -> I
T:8.874	nS:9914	nE:19	nI:20	nR:47	nF:0	node:[2916]	E -> I
T:8.986	nS:9914	nE:18	nI:21	nR:47	nF:0	node:[9462]	E -> I
T:9.319	nS:9914	nE:17	nI:22	nR:47	nF:0	node:[1590]	S -> E
T:9.392	nS:9913	nE:18	nI:22	nR:47	nF:0	node:[705]	I -> R
T:9.397	nS:9913	nE:18	nI:21	nR:48	nF:0	node:[313]	S -> E
T:9.493	nS:9912	nE:19	nI:21	nR:48	nF:0	node:[117]	I -> R
T:9.541	nS:9912	nE:19	nI:20	nR:49	nF:0	node:[1033]	E -> I
T:9.653	nS:9912	nE:18	nI:21	nR:49	nF:0	node:[1590]	E -> I
T:9.665	nS:9912	nE:17	nI:22	nR:49	nF:0	node:[9860]	E -> I
T:9.680	nS:9912	nE:16	nI:23	nR:49	nF:0	node:[2732]	I -> R
T:9.792	nS:9912	nE:16	nI:22	nR:50	nF:0	node:[2496]	I -> R
T:9.836	nS:9912	nE:16	nI:21	nR:51	nF:0	node:[2916]	I -> R
T:9.894	nS:9912	nE:16	nI:20	nR:52	nF:0	node:[1023]	E -> I
T:9.922	nS:9912	nE:15	nI:21	nR:52	nF:0	node:[8556]	E -> I
T:9.982	nS:9912	nE:14	nI:22	nR:52	nF:0	node:[7941]	E -> I
T:9.988	nS:9912	nE:13	nI:23	nR:52	nF:0	node:[7456]	I -> R
T:9.999	nS:9912	nE:13	nI:22	nR:53	nF:0	node:[5299]	S -> E
T:10.052	nS:9911	nE:14	nI:22	nR:53	nF:0	node:[1768]	S -> E
T:10.151	nS:9910	nE:15	nI:22	nR:53	nF:0	node:[7941]	I -> R
T:10.551	nS:9910	nE:15	nI:21	nR:54	nF:0	node:[3785]	E -> I
T:10.672	nS:9910	nE:14	nI:22	nR:54	nF:0	node:[57]	E -> I
T:10.750	nS:9910	nE:13	nI:23	nR:54	nF:0	node:[2049]	S -> E
T:10.755	nS:9909	nE:14	nI:23	nR:54	nF:0	node:[2216]	E -> I
T:10.852	nS:9909	nE:13	nI:24	nR:54	nF:0	node:[659]	I -> R
T:11.154	nS:9909	nE:13	nI:23	nR:55	nF:0	node:[1768]	E -> I
T:11.383	nS:9909	nE:12	nI:24	nR:55	nF:0	node:[4584]	S -> E
T:11.503	nS:9908	nE:13	nI:24	nR:55	nF:0	node:[155]	S -> E
T:11.691	nS:9907	nE:14	nI:24	nR:55	nF:0	node:[9860]	I -> R
T:11.691	nS:9907	nE:14	nI:23	nR:56	nF:0	node:[4173]	S -> E
T:11.732	nS:9906	nE:15	nI:23	nR:56	nF:0	node:[9940]	I -> R
T:11.984	nS:9906	nE:15	nI:22	nR:57	nF:0	node:[8829]	S -> E
T:12.120	nS:9905	nE:16	nI:22	nR:57	nF:0	node:[8159]	S -> E
T:12.159	nS:9904	nE:17	nI:22	nR:57	nF:0	node:[4173]	E -> I
T:12.215	nS:9904	nE:16	nI:23	nR:57	nF:0	node:[1590]	I -> R
T:12.301	nS:9904	nE:16	nI:22	nR:58	nF:0	node:[3785]	I -> R
T:12.308	nS:9904	nE:16	nI:21	nR:59	nF:0	node:[6329]	S -> E
T:12.417	nS:9903	nE:17	nI:21	nR:59	nF:0	node:[9462]	I -> R
T:12.420	nS:9903	nE:17	nI:20	nR:60	nF:0	node:[1140]	E -> I
T:12.421	nS:9903	nE:16	nI:21	nR:60	nF:0	node:[1512]	S -> E
T:12.426	nS:9902	nE:17	nI:21	nR:60	nF:0	node:[1471]	I -> R
T:12.729	nS:9902	nE:17	nI:20	nR:61	nF:0	node:[4373]	I -> R
T:12.870	nS:9902	nE:17	nI:19	nR:62	nF:0	node:[3467]	E -> I
T:12.901	nS:9902	nE:16	nI:20	nR:62	nF:0	node:[2865]	S -> E
T:12.987	nS:9901	nE:17	nI:20	nR:62	nF:0	node:[2745]	I -> R
T:13.143	nS:9901	nE:17	nI:19	nR:63	nF:0	node:[8291]	I -> R
T:13.194	nS:9901	nE:17	nI:18	nR:64	nF:0	node:[7877]	I -> R
T:13.226	nS:9901	nE:17	nI:17	nR:65	nF:0	node:[8556]	I -> R
T:13.227	nS:9901	nE:17	nI:16	nR:66	nF:0	node:[579]	S -> E
T:13.370	nS:9900	nE:18	nI:16	nR:66	nF:0	node:[4023]	E -> I
T:13.582	nS:9900	nE:17	nI:17	nR:66	nF:0	node:[1512]	E -> I
T:13.593	nS:9900	nE:16	nI:18	nR:66	nF:0	node:[5951]	E -> I
T:13.726	nS:9900	nE:15	nI:19	nR:66	nF:0	node:[4023]	I -> R
T:13.832	nS:9900	nE:15	nI:18	nR:67	nF:0	node:[313]	E -> I
T:13.911	nS:9900	nE:14	nI:19	nR:67	nF:0	node:[7036]	S -> E
T:13.979	nS:9899	nE:15	nI:19	nR:67	nF:0	node:[1716]	E -> I
T:14.043	nS:9899	nE:14	nI:20	nR:67	nF:0	node:[9424]	S -> E
T:14.051	nS:9898	nE:15	nI:20	nR:67	nF:0	node:[244]	S -> E
T:14.190	nS:9897	nE:16	nI:20	nR:67	nF:0	node:[1949]	S -> E
T:14.297	nS:9896	nE:17	nI:20	nR:67	nF:0	node:[1033]	I -> R
T:14.346	nS:9896	nE:17	nI:19	nR:68	nF:0	node:[6247]	S -> E
T:14.457	nS:9895	nE:18	nI:19	nR:68	nF:0	node:[2661]	I -> R
T:14.524	nS:9895	nE:18	nI:18	nR:69	nF:0	node:[51]	S -> E
T:14.561	nS:9894	nE:19	nI:18	nR:69	nF:0	node:[2963]	E -> I
T:14.629	nS:9894	nE:18	nI:19	nR:69	nF:0	node:[967]	S -> E
T:14.724	nS:9893	nE:19	nI:19	nR:69	nF:0	node:[2049]	E -> I
T:14.774	nS:9893	nE:18	nI:20	nR:69	nF:0	node:[9240]	S -> E
T:15.003	nS:9892	nE:19	nI:20	nR:69	nF:0	node:[1207]	I -> R
T:15.046	nS:9892	nE:19	nI:19	nR:70	nF:0	node:[5]	S -> E
T:15.093	nS:9891	nE:20	nI:19	nR:70	nF:0	node:[9825]	E -> I
T:15.097	nS:9891	nE:19	nI:20	nR:70	nF:0	node:[1512]	I -> R
T:15.120	nS:9891	nE:19	nI:19	nR:71	nF:0	node:[2865]	E -> I
T:15.144	nS:9891	nE:18	nI:20	nR:71	nF:0	node:[5524]	E -> I
T:15.211	nS:9891	nE:17	nI:21	nR:71	nF:0	node:[2439]	S -> E
T:15.362	nS:9890	nE:18	nI:21	nR:71	nF:0	node:[714]	I -> R
T:15.374	nS:9890	nE:18	nI:20	nR:72	nF:0	node:[4543]	S -> E
T:15.376	nS:9889	nE:19	nI:20	nR:72	nF:0	node:[8159]	E -> I
T:15.385	nS:9889	nE:18	nI:21	nR:72	nF:0	node:[5951]	I -> R
T:15.405	nS:9889	nE:18	nI:20	nR:73	nF:0	node:[5874]	I -> R
T:15.766	nS:9889	nE:18	nI:19	nR:74	nF:0	node:[4543]	E -> I
T:15.772	nS:9889	nE:17	nI:20	nR:74	nF:0	node:[6742]	S -> E
T:15.785	nS:9888	nE:18	nI:20	nR:74	nF:0	node:[4543]	I -> R
T:15.996	nS:9888	nE:18	nI:19	nR:75	nF:0	node:[6329]	E -> I
T:16.291	nS:9888	nE:17	nI:20	nR:75	nF:0	node:[244]	E -> I
T:16.598	nS:9888	nE:16	nI:21	nR:75	nF:0	node:[561]	S -> E
T:16.607	nS:9887	nE:17	nI:21	nR:75	nF:0	node:[4173]	I -> R
T:16.647	nS:9887	nE:17	nI:20	nR:76	nF:0	node:[51]	E -> I
T:16.647	nS:9887	nE:16	nI:21	nR:76	nF:0	node:[4794]	E -> I
T:16.736	nS:9887	nE:15	nI:22	nR:76	nF:0	node:[2701]	S -> E
T:16.838	nS:9886	nE:16	nI:22	nR:76	nF:0	node:[871]	S -> E
T:16.884	nS:9885	nE:17	nI:22	nR:76	nF:0	node:[8264]	S -> E
T:17.016	nS:9884	nE:18	nI:22	nR:76	nF:0	node:[967]	E -> I
T:17.080	nS:9884	nE:17	nI:23	nR:76	nF:0	node:[8791]	I -> R
T:17.249	nS:9884	nE:17	nI:22	nR:77	nF:0	node:[8286]	S -> E
T:17.294	nS:9883	nE:18	nI:22	nR:77	nF:0	node:[871]	E -> I
T:17.294	nS:9883	nE:17	nI:23	nR:77	nF:0	node:[1023]	I -> R
T:17.334	nS:9883	nE:17	nI:22	nR:78	nF:0	node:[8159]	I -> R
T:17.344	nS:9883	nE:17	nI:21	nR:79	nF:0	node:[871]	I -> R
T:17.444	nS:9883	nE:17	nI:20	nR:80	nF:0	node:[769]	S -> E
T:17.572	nS:9882	nE:18	nI:20	nR:80	nF:0	node:[6742]	E -> I
T:17.596	nS:9882	nE:17	nI:21	nR:80	nF:0	node:[2484]	S -> E
T:17.804	nS:9881	nE:18	nI:21	nR:80	nF:0	node:[1643]	I -> R
T:17.820	nS:9881	nE:18	nI:20	nR:81	nF:0	node:[9825]	I -> R
T:17.909	nS:9881	nE:18	nI:19	nR:82	nF:0	node:[2491]	S -> E
T:17.947	nS:9880	nE:19	nI:19	nR:82	nF:0	node:[2865]	I -> R
T:18.185	nS:9880	nE:19	nI:18	nR:83	nF:0	node:[8829]	E -> I
T:18.330	nS:9880	nE:18	nI:19	nR:83	nF:0	node:[2963]	I -> R
T:18.625	nS:9880	nE:18	nI:18	nR:84	nF:0	node:[2798]	S -> E
T:18.708	nS:9879	nE:19	nI:18	nR:84	nF:0	node:[2701]	E -> I
T:18.722	nS:9879	nE:18	nI:19	nR:84	nF:0	node:[7314]	S -> E
T:18.809	nS:9878	nE:19	nI:19	nR:84	nF:0	node:[57]	I -> R
T:18.914	nS:9878	nE:19	nI:18	nR:85	nF:0	node:[9424]	E -> I
T:19.005	nS:9878	nE:18	nI:19	nR:85	nF:0	node:[9240]	E -> I
T:19.264	nS:9878	nE:17	nI:20	nR:85	nF:0	node:[313]	I -> R
T:19.296	nS:9878	nE:17	nI:19	nR:86	nF:0	node:[4729]	S -> E
T:19.391	nS:9877	nE:18	nI:19	nR:86	nF:0	node:[579]	E -> I
T:19.745	nS:9877	nE:17	nI:20	nR:86	nF:0	node:[3701]	S -> E
T:19.796	nS:9876	nE:18	nI:20	nR:86	nF:0	node:[579]	I -> R
T:19.801	nS:9876	nE:18	nI:19	nR:87	nF:0	node:[4794]	I -> R
T:20.190	nS:9876	nE:18	nI:18	nR:88	nF:0	node:[2798]	E -> I
T:20.259	nS:9876	nE:17	nI:19	nR:88	nF:0	node:[6717]	S -> E
T:20.697	nS:9875	nE:18	nI:19	nR:88	nF:0	node:[2798]	I -> R
T:20.812	nS:9875	nE:18	nI:18	nR:89	nF:0	node:[2458]	S -> E
T:21.098	nS:9874	nE:19	nI:18	nR:89	nF:0	node:[4930]	S -> E
T:21.258	nS:9873	nE:20	nI:18	nR:89	nF:0	node:[1780]	S -> E
T:21.277	nS:9872	nE:21	nI:18	nR:89	nF:0	node:[8286]	E -> I
T:21.308	nS:9872	nE:20	nI:19	nR:89	nF:0	node:[769]	E -> I
T:21.490	nS:9872	nE:19	nI:20	nR:89	nF:0	node:[8264]	E -> I
T:21.600	nS:9872	nE:18	nI:21	nR:89	nF:0	node:[2216]	I -> R
T:21.609	nS:9872	nE:18	nI:20	nR:90	nF:0	node:[8264]	I -> R
T:21.719	nS:9872	nE:18	nI:19	nR:91	nF:0	node:[1521]	I -> R
T:21.720	nS:9872	nE:18	nI:18	nR:92	nF:0	node:[3701]	E -> I
T:21.803	nS:9872	nE:17	nI:19	nR:92	nF:0	node:[4584]	E -> I
T:21.963	nS:9872	nE:16	nI:20	nR:92	nF:0	node:[1768]	I -> R
T:22.119	nS:9872	nE:16	nI:19	nR:93	nF:0	node:[6984]	S -> E
T:22.352	nS:9871	nE:17	nI:19	nR:93	nF:0	node:[9240]	I -> R
T:23.086	nS:9871	nE:17	nI:18	nR:94	nF:0	node:[967]	I -> R
T:23.440	nS:9871	nE:17	nI:17	nR:95	nF:0	node:[2701]	I -> R
T:23.445	nS:9871	nE:17	nI:16	nR:96	nF:0	node:[2491]	E -> I
T:23.532	nS:9871	nE:16	nI:17	nR:96	nF:0	node:[51]	I -> R
T:23.730	nS:9871	nE:16	nI:16	nR:97	nF:0	node:[5299]	E -> I
T:24.712	nS:9871	nE:15	nI:17	nR:97	nF:0	node:[4729]	E -> I
T:24.735	nS:9871	nE:14	nI:18	nR:97	nF:0	node:[7314]	E -> I
T:24.893	nS:9871	nE:13	nI:19	nR:97	nF:0	node:[8829]	I -> R
T:24.894	nS:9871	nE:13	nI:18	nR:98	nF:0	node:[8286]	I -> R
T:24.930	nS:9871	nE:13	nI:17	nR:99	nF:0	node:[2439]	E -> I
T:25.148	nS:9871	nE:12	nI:18	nR:99	nF:0	node:[6742]	I -> R
T:25.328	nS:9871	nE:12	nI:17	nR:100	nF:0	node:[7036]	E -> I
T:25.364	nS:9871	nE:11	nI:18	nR:100	nF:0	node:[7652]	S -> E
T:25.491	nS:9870	nE:12	nI:18	nR:100	nF:0	node:[4729]	I -> R
T:25.842	nS:9870	nE:12	nI:17	nR:101	nF:0	node:[2484]	E -> I
T:26.241	nS:9870	nE:11	nI:18	nR:101	nF:0	node:[7495]	S -> E
T:26.328	nS:9869	nE:12	nI:18	nR:101	nF:0	node:[2439]	I -> R
T:26.673	nS:9869	nE:12	nI:17	nR:102	nF:0	node:[7036]	I -> R
T:26.834	nS:9869	nE:12	nI:16	nR:103	nF:0	node:[2458]	E -> I
T:26.953	nS:9869	nE:11	nI:17	nR:103	nF:0	node:[2458]	I -> R
T:27.112	nS:9869	nE:11	nI:16	nR:104	nF:0	node:[4584]	I -> R
T:27.175	nS:9869	nE:11	nI:15	nR:105	nF:0	node:[6984]	E -> I
T:27.195	nS:9869	nE:10	nI:16	nR:105	nF:0	node:[7495]	E -> I
T:27.280	nS:9869	nE:9	nI:17	nR:105	nF:0	node:[6984]	I -> R
T:27.688	nS:9869	nE:9	nI:16	nR:106	nF:0	node:[561]	E -> I
T:27.857	nS:9869	nE:8	nI:17	nR:106	nF:0	node:[1716]	I -> R
T:27.996	nS:9869	nE:8	nI:16	nR:107	nF:0	node:[561]	I -> F
T:28.550	nS:9869	nE:8	nI:15	nR:107	nF:1	node:[7495]	I -> R
T:28.879	nS:9869	nE:8	nI:14	nR:108	nF:1	node:[5299]	I -> R
T:29.292	nS:9869	nE:8	nI:13	nR:109	nF:1	node:[155]	E -> I
T:29.347	nS:9869	nE:7	nI:14	nR:109	nF:1	node:[3467]	I -> R
T:29.479	nS:9869	nE:7	nI:13	nR:110	nF:1	node:[318]	S -> E
T:29.697	nS:9868	nE:8	nI:13	nR:110	nF:1	node:[4930]	E -> I
T:30.008	nS:9868	nE:7	nI:14	nR:110	nF:1	node:[3701]	I -> R
T:30.148	nS:9868	nE:7	nI:13	nR:111	nF:1	node:[2442]	I -> R
T:30.321	nS:9868	nE:7	nI:12	nR:112	nF:1	node:[7652]	E -> I
T:30.344	nS:9868	nE:6	nI:13	nR:112	nF:1	node:[27]	S -> E
T:30.412	nS:9867	nE:7	nI:13	nR:112	nF:1	node:[2484]	I -> R
T:30.751	nS:9867	nE:7	nI:12	nR:113	nF:1	node:[2658]	S -> E
T:30.964	nS:9866	nE:8	nI:12	nR:113	nF:1	node:[7652]	I -> R
T:31.239	nS:9866	nE:8	nI:11	nR:114	nF:1	node:[244]	I -> R
T:31.247	nS:9866	nE:8	nI:10	nR:115	nF:1	node:[27]	E -> I
T:31.265	nS:9866	nE:7	nI:11	nR:115	nF:1	node:[5524]	I -> R
T:31.496	nS:9866	nE:7	nI:10	nR:116	nF:1	node:[7753]	S -> E
T:31.653	nS:9865	nE:8	nI:10	nR:116	nF:1	node:[9691]	S -> E
T:31.799	nS:9864	nE:9	nI:10	nR:116	nF:1	node:[27]	I -> R
T:31.871	nS:9864	nE:9	nI:9	nR:117	nF:1	node:[9691]	E -> I
T:31.928	nS:9864	nE:8	nI:10	nR:117	nF:1	node:[1949]	E -> I
T:31.983	nS:9864	nE:7	nI:11	nR:117	nF:1	node:[1974]	S -> E
T:32.013	nS:9863	nE:8	nI:11	nR:117	nF:1	node:[6717]	E -> I
T:32.184	nS:9863	nE:7	nI:12	nR:117	nF:1	node:[1949]	I -> R
T:32.341	nS:9863	nE:7	nI:11	nR:118	nF:1	node:[1140]	I -> R
T:32.558	nS:9863	nE:7	nI:10	nR:119	nF:1	node:[6717]	I -> R
T:32.821	nS:9863	nE:7	nI:9	nR:120	nF:1	node:[333]	S -> E
T:32.854	nS:9862	nE:8	nI:9	nR:120	nF:1	node:[9718]	S -> E
T:33.147	nS:9861	nE:9	nI:9	nR:120	nF:1	node:[318]	E -> I
T:33.170	nS:9861	nE:8	nI:10	nR:120	nF:1	node:[9691]	I -> R
T:33.695	nS:9861	nE:8	nI:9	nR:121	nF:1	node:[9718]	E -> I
T:33.919	nS:9861	nE:7	nI:10	nR:121	nF:1	node:[2491]	I -> R
T:34.190	nS:9861	nE:7	nI:9	nR:122	nF:1	node:[6247]	E -> I
T:34.353	nS:9861	nE:6	nI:10	nR:122	nF:1	node:[155]	I -> R
T:34.400	nS:9861	nE:6	nI:9	nR:123	nF:1	node:[197]	S -> E
T:34.464	nS:9860	nE:7	nI:9	nR:123	nF:1	node:[9424]	I -> R
T:35.279	nS:9860	nE:7	nI:8	nR:124	nF:1	node:[292]	S -> E
T:35.488	nS:9859	nE:8	nI:8	nR:124	nF:1	node:[333]	E -> I
T:35.902	nS:9859	nE:7	nI:9	nR:124	nF:1	node:[4930]	I -> R
T:36.352	nS:9859	nE:7	nI:8	nR:125	nF:1	node:[1769]	S -> E
T:36.438	nS:9858	nE:8	nI:8	nR:125	nF:1	node:[197]	E -> I
T:36.504	nS:9858	nE:7	nI:9	nR:125	nF:1	node:[333]	I -> R
T:36.550	nS:9858	nE:7	nI:8	nR:126	nF:1	node:[9718]	I -> R
T:36.987	nS:9858	nE:7	nI:7	nR:127	nF:1	node:[4866]	S -> E
T:37.246	nS:9857	nE:8	nI:7	nR:127	nF:1	node:[2658]	E -> I
T:37.284	nS:9857	nE:7	nI:8	nR:127	nF:1	node:[4978]	S -> E
T:37.409	nS:9856	nE:8	nI:8	nR:127	nF:1	node:[4866]	E -> I
T:37.688	nS:9856	nE:7	nI:9	nR:127	nF:1	node:[4978]	E -> I
T:37.765	nS:9856	nE:6	nI:10	nR:127	nF:1	node:[6247]	I -> R
T:37.845	nS:9856	nE:6	nI:9	nR:128	nF:1	node:[6329]	I -> R
T:38.030	nS:9856	nE:6	nI:8	nR:129	nF:1	node:[7361]	S -> E
T:38.203	nS:9855	nE:7	nI:8	nR:129	nF:1	node:[1769]	E -> I
T:38.348	nS:9855	nE:6	nI:9	nR:129	nF:1	node:[2658]	I -> R
T:38.443	nS:9855	nE:6	nI:8	nR:130	nF:1	node:[4978]	I -> R
T:38.663	nS:9855	nE:6	nI:7	nR:131	nF:1	node:[2049]	I -> R
T:39.174	nS:9855	nE:6	nI:6	nR:132	nF:1	node:[1179]	S -> E
